ident,type,name,latitude2,longitude2,iso_country,region_name,local_region,municipality,local_code
KPOU,medium_airport,Dutchess County Airport,41.62659836,-73.88420105,US,New York,NY,Poughkeepsie,POU
KFTY,medium_airport,Fulton County Airport Brown Field,33.77909851,-84.52140045,US,Georgia,GA,Atlanta,FTY
KSSI,medium_airport,St Simons Island Airport,31.1518,-81.391296,US,Georgia,GA,St Simons Island,SSI
KAHN,medium_airport,Athens Ben Epps Airport,33.94860077,-83.32630157,US,Georgia,GA,Athens,AHN
KCDC,medium_airport,Cedar City Regional Airport,37.70100021,-113.098999,US,Utah,UT,Cedar City,CDC
KRFD,medium_airport,Chicago Rockford International Airport,42.1954,-89.097198,US,Illinois,IL,Chicago/Rockford,RFD
KFAY,medium_airport,Fayetteville Regional Airport - Grannis Field,34.991199,-78.880302,US,North Carolina,NC,Fayetteville,FAY
KLNS,medium_airport,Lancaster Airport,40.12170029,-76.2960968,US,Pennsylvania,PA,Lancaster,LNS
KORH,medium_airport,Worcester Regional Airport,42.2673,-71.875702,US,Massachusetts,MA,Worcester,ORH
KOSU,medium_airport,The Ohio State University Airport - Don Scott Field,40.0798,-83.072998,US,Ohio,OH,Columbus,OSU
KSDM,medium_airport,Brown Field Municipal Airport,32.57229996,-116.9800034,US,California,CA,San Diego,SDM
KBRO,medium_airport,Brownsville South Padre Island International Airport,25.90679932,-97.42590332,US,Texas,TX,Brownsville,BRO
KGFK,medium_airport,Grand Forks International Airport,47.949299,-97.176102,US,North Dakota,ND,Grand Forks,GFK
KLSE,medium_airport,La Crosse Regional Airport,43.879002,-91.256699,US,Wisconsin,WI,La Crosse,LSE
KSCK,medium_airport,Stockton Metropolitan Airport,37.89419937,-121.237999,US,California,CA,Stockton,SCK
KHRL,medium_airport,Valley International Airport,26.22850037,-97.65440369,US,Texas,TX,Harlingen,HRL
KHVN,medium_airport,Tweed New Haven Airport,41.26369858,-72.88680267,US,Connecticut,CT,New Haven,HVN
KPSC,medium_airport,Tri Cities Airport,46.26470184,-119.1190033,US,Washington,WA,Pasco,PSC
KSUS,medium_airport,Spirit of St Louis Airport,38.662102,-90.652,US,Missouri,MO,St Louis,SUS
KDET,medium_airport,Coleman A. Young Municipal Airport,42.40919876,-83.00990295,US,Michigan,MI,Detroit,DET
KABI,medium_airport,Abilene Regional Airport,32.41130066,-99.68190002,US,Texas,TX,Abilene,ABI
KMHR,medium_airport,Sacramento Mather Airport,38.553902,-121.297997,US,California,CA,Sacramento,MHR
KUNV,medium_airport,University Park Airport,40.849374,-77.84852,US,Pennsylvania,PA,State College,UNV
KIGM,medium_airport,Kingman Airport,35.259499,-113.938004,US,Arizona,AZ,Kingman,IGM
KTIX,medium_airport,Space Coast Regional Airport,28.51479912,-80.79920197,US,Florida,FL,Titusville,TIX
KRYY,medium_airport,Cobb County International Airport-McCollum Field,34.01316,-84.59721,US,Georgia,GA,Atlanta,RYY
KEEN,medium_airport,Dillant Hopkins Airport,42.898399,-72.270798,US,New Hampshire,NH,Keene,EEN
KTRM,medium_airport,Jacqueline Cochran Regional Airport,33.62670135,-116.1600037,US,California,CA,Palm Springs,TRM
KSLN,medium_airport,Salina Municipal Airport,38.79100037,-97.65219879,US,Kansas,KS,Salina,SLN
KTYR,medium_airport,Tyler Pounds Regional Airport,32.35409927,-95.40239716,US,Texas,TX,Tyler,TYR
KIPT,medium_airport,Williamsport Regional Airport,41.2417984,-76.9210968,US,Pennsylvania,PA,Williamsport,IPT
KYIP,medium_airport,Willow Run Airport,42.23789978,-83.53040314,US,Michigan,MI,Detroit,YIP
KGFL,medium_airport,Floyd Bennett Memorial Airport,43.34120178,-73.61029816,US,New York,NY,Glens Falls,GFL
KMMU,medium_airport,Morristown Municipal Airport,40.79940033,-74.41490173,US,New Jersey,NJ,Morristown,MMU
KBLH,medium_airport,Blythe Airport,33.61920166,-114.7170029,US,California,CA,Blythe,BLH
KFMY,medium_airport,Page Field,26.58659935,-81.86329651,US,Florida,FL,Fort Myers,FMY
KMOT,medium_airport,Minot International Airport,48.25939941,-101.2799988,US,North Dakota,ND,Minot,MOT
KSNS,medium_airport,Salinas Municipal Airport,36.66279984,-121.6060028,US,California,CA,Salinas,SNS
KPTK,medium_airport,Oakland County International Airport,42.66550064,-83.42009735,US,Michigan,MI,Pontiac,PTK
KRAL,medium_airport,Riverside Municipal Airport,33.9519,-117.445,US,California,CA,Riverside,RAL
KPWK,medium_airport,Chicago Executive Airport,42.114222,-87.901494,US,Illinois,IL,Chicago/Prospect Heights/Wheeling,PWK
KDPA,medium_airport,Dupage Airport,41.90779877,-88.24859619,US,Illinois,IL,Chicago/West Chicago,DPA
KWJF,medium_airport,General WM J Fox Airfield,34.74110031,-118.2190018,US,California,CA,Lancaster,WJF
KRBL,medium_airport,Red Bluff Municipal Airport,40.15069962,-122.2519989,US,California,CA,Red Bluff,RBL
KCOU,medium_airport,Columbia Regional Airport,38.8181,-92.219597,US,Missouri,MO,Columbia,COU
KHLN,medium_airport,Helena Regional Airport,46.6068,-111.983002,US,Montana,MT,Helena,HLN
KBAF,medium_airport,Westfield-Barnes Regional Airport,42.157799,-72.715599,US,Massachusetts,MA,Westfield/Springfield,BAF
KMMV,medium_airport,Mc Minnville Municipal Airport,45.19440079,-123.1360016,US,Oregon,OR,Mc Minnville,MMV
KERI,medium_airport,Erie International Tom Ridge Field,42.083127,-80.173867,US,Pennsylvania,PA,Erie,ERI
KHOT,medium_airport,Memorial Field Airport,34.4788,-93.096262,US,Arkansas,AR,Hot Springs,HOT
KLRD,medium_airport,Laredo International Airport,27.54380035,-99.46160126,US,Texas,TX,Laredo,LRD
KMLU,medium_airport,Monroe Regional Airport,32.510899,-92.037697,US,Louisiana,LA,Monroe,MLU
KPNE,medium_airport,Northeast Philadelphia Airport,40.081902,-75.010597,US,Pennsylvania,PA,Philadelphia,PNE
KMER,medium_airport,Castle Airport,37.38050079,-120.5680008,US,California,CA,Merced,MER
KHHR,medium_airport,Jack Northrop Field Hawthorne Municipal Airport,33.922798,-118.334999,US,California,CA,Hawthorne,HHR
KSGR,medium_airport,Sugar Land Regional Airport,29.62229919,-95.65650177,US,Texas,TX,Houston,SGR
KIPL,medium_airport,Imperial County Airport,32.83420181,-115.5790024,US,California,CA,Imperial,IPL
KTOP,medium_airport,Philip Billard Municipal Airport,39.069899,-95.622606,US,Kansas,KS,Topeka,TOP
KRVS,medium_airport,Richard Lloyd Jones Jr Airport,36.03960037,-95.98459625,US,Oklahoma,OK,Tulsa,RVS
KBGM,medium_airport,Greater Binghamton/Edwin A Link field,42.20869827,-75.97979736,US,New York,NY,Binghamton,BGM
KCSG,medium_airport,Columbus Metropolitan Airport,32.5163002,-84.93890381,US,Georgia,GA,Columbus,CSG
KEAU,medium_airport,Chippewa Valley Regional Airport,44.86579895,-91.48429871,US,Wisconsin,WI,Eau Claire,EAU
KAFW,medium_airport,Fort Worth Alliance Airport,32.99044,-97.31947,US,Texas,TX,Fort Worth,AFW
KGPI,medium_airport,Glacier Park International Airport,48.3105011,-114.2559967,US,Montana,MT,Kalispell,GPI
KLEB,medium_airport,Lebanon Municipal Airport,43.62609863,-72.30419922,US,New Hampshire,NH,Lebanon,LEB
KROW,medium_airport,Roswell Air Center Airport,33.301601,-104.530998,US,New Mexico,NM,Roswell,ROW
KSUX,medium_airport,Sioux Gateway Airport / Brigadier General Bud Day Field,42.397605,-96.382237,US,Iowa,IA,Sioux City,SUX
KSPI,medium_airport,Abraham Lincoln Capital Airport,39.844101,-89.677902,US,Illinois,IL,Springfield,SPI
KAGC,medium_airport,Allegheny County Airport,40.354401,-79.930199,US,Pennsylvania,PA,Pittsburgh,AGC
KBHB,medium_airport,Hancock County-Bar Harbor Airport,44.45000076,-68.3615036,US,Maine,ME,Bar Harbor,BHB
KPVU,medium_airport,Provo-Utah Lake International Airport,40.2192,-111.723,US,Utah,UT,Provo,PVU
KMCC,medium_airport,Mc Clellan Airfield,38.66759872,-121.401001,US,California,CA,Sacramento,MCC
K61B,medium_airport,Boulder City-Lake Mead International Airport,35.947498,-114.861,US,Nevada,NV,Boulder City,BVU
KOWD,medium_airport,Norwood Memorial Airport,42.19049835,-71.17289734,US,Massachusetts,MA,Norwood,OWD
KWWD,medium_airport,Cape May County Airport,39.00849915,-74.90830231,US,New Jersey,NJ,Wildwood,WWD
KCNM,medium_airport,Cavern City Air Terminal,32.33750153,-104.2630005,US,New Mexico,NM,Carlsbad,CNM
KEKO,medium_airport,Elko Regional Airport,40.82490158,-115.7919998,US,Nevada,NV,Elko,EKO
KGGG,medium_airport,East Texas Regional Airport,32.38399887,-94.71150208,US,Texas,TX,Longview,GGG
KLBF,medium_airport,North Platte Regional Airport Lee Bird Field,41.12620163,-100.6839981,US,Nebraska,NE,North Platte,LBF
KMBS,medium_airport,MBS International Airport,43.532902,-84.079597,US,Michigan,MI,Saginaw,MBS
KSPS,medium_airport,Sheppard Air Force Base / Wichita Falls Municipal Airport,33.9888,-98.491898,US,Texas,TX,Wichita Falls,SPS
KSTP,medium_airport,St Paul Downtown Holman Field,44.93450165,-93.05999756,US,Minnesota,MN,St Paul,STP
KUKI,medium_airport,Ukiah Municipal Airport,39.12599945,-123.2009964,US,California,CA,Ukiah,UKI
KLOU,medium_airport,Bowman Field,38.22800064,-85.66369629,US,Kentucky,KY,Louisville,LOU
KCRE,medium_airport,Grand Strand Airport,33.81169891,-78.72389984,US,South Carolina,SC,North Myrtle Beach,CRE
KVIS,medium_airport,Visalia International Airport,36.318699,-119.392998,US,California,CA,Visalia,VIS
KACV,medium_airport,California Redwood Coast-Humboldt County Airport,40.978101,-124.109,US,California,CA,Arcata/Eureka,ACV
KLCK,medium_airport,Rickenbacker International Airport,39.813801,-82.927803,US,Ohio,OH,Columbus,LCK
KDBQ,medium_airport,Dubuque Regional Airport,42.402,-90.709503,US,Iowa,IA,Dubuque,DBQ
KLFT,medium_airport,Lafayette Regional Airport,30.205299,-91.987602,US,Louisiana,LA,Lafayette,LFT
KMHK,medium_airport,Manhattan Regional Airport,39.14099884,-96.67079926,US,Kansas,KS,Manhattan,MHK
KBRD,medium_airport,Brainerd Lakes Regional Airport,46.402861,-94.129727,US,Minnesota,MN,Brainerd,BRD
KOLM,medium_airport,Olympia Regional Airport,46.9693985,-122.9029999,US,Washington,WA,Olympia,OLM
KCXO,medium_airport,Conroe-North Houston Regional Airport,30.351801,-95.414497,US,Texas,TX,Houston,CXO
KLWM,medium_airport,Lawrence Municipal Airport,42.71720123,-71.12339783,US,Massachusetts,MA,Lawrence,LWM
KDAG,medium_airport,Barstow Daggett Airport,34.85369873,-116.7870026,US,California,CA,Daggett,DAG
KGMU,medium_airport,Greenville Downtown Airport,34.84790039,-82.34999847,US,South Carolina,SC,Greenville,GMU
KSSF,medium_airport,Stinson Municipal Airport,29.33699989,-98.47109985,US,Texas,TX,San Antonio,SSF
KHYI,medium_airport,San Marcos Regional Airport,29.8927,-97.862999,US,Texas,TX,San Marcos,HYI
KAEX,medium_airport,Alexandria International Airport,31.3274,-92.549797,US,Louisiana,LA,Alexandria,AEX
KGCK,medium_airport,Garden City Regional Airport,37.92750168,-100.723999,US,Kansas,KS,Garden City,GCK
KLBE,medium_airport,Arnold Palmer Regional Airport,40.275902,-79.4048,US,Pennsylvania,PA,Latrobe,LBE
KILG,medium_airport,New Castle Airport,39.67869949,-75.60649872,US,Delaware,DE,Wilmington,ILG
KSAW,medium_airport,Sawyer International Airport,46.3536,-87.395401,US,Michigan,MI,Gwinn,SAW
KECP,medium_airport,Northwest Florida Beaches International Airport,30.357106,-85.795414,US,Florida,FL,Panama City Beach,ECP
KSTJ,medium_airport,Rosecrans Memorial Airport,39.77190018,-94.90969849,US,Missouri,MO,St Joseph,STJ
KPWT,medium_airport,Bremerton National Airport,47.49020004,-122.7649994,US,Washington,WA,Bremerton,PWT
KCON,medium_airport,Concord Municipal Airport,43.20270157,-71.50229645,US,New Hampshire,NH,Concord,CON
KENV,medium_airport,Wendover Airport,40.71870041,-114.0309982,US,Utah,UT,Wendover,ENV
KGRI,medium_airport,Central Nebraska Regional Airport,40.96749878,-98.30960083,US,Nebraska,NE,Grand Island,GRI
KLMT,medium_airport,Crater Lake-Klamath Regional Airport,42.156101,-121.733002,US,Oregon,OR,Klamath Falls,LMT
KLYH,medium_airport,Lynchburg Regional Preston Glenn Field,37.3266983,-79.20040131,US,Virginia,VA,Lynchburg,LYH
KMEI,medium_airport,Key Field / Meridian Regional Airport,32.3326,-88.7519,US,Mississippi,MS,Meridian,MEI
KRDG,medium_airport,Reading Regional Airport (Carl A Spaatz Field),40.378502,-75.965202,US,Pennsylvania,PA,Reading,RDG
KSBY,medium_airport,Salisbury Ocean City Wicomico Regional Airport,38.34049988,-75.51029968,US,Maryland,MD,Salisbury,SBY
KYNG,medium_airport,Youngstown Warren Regional Airport,41.26070023,-80.67910004,US,Ohio,OH,Youngstown/Warren,YNG
KTCL,medium_airport,Tuscaloosa Regional Airport,33.22060013,-87.61139679,US,Alabama,AL,Tuscaloosa,TCL
KBWG,medium_airport,Bowling Green Warren County Regional Airport,36.96450043,-86.41970062,US,Kentucky,KY,Bowling Green,BWG
KHUT,medium_airport,Hutchinson Municipal Airport,38.06549835,-97.86060333,US,Kansas,KS,Hutchinson,HUT
KUAO,medium_airport,Aurora State Airport,45.24710083,-122.7699966,US,Oregon,OR,Aurora,UAO
KCOE,medium_airport,Coeur D'Alene - Pappy Boyington Field,47.77429962,-116.8199997,US,Idaho,ID,Coeur d'Alene,COE
KEFD,medium_airport,Ellington Airport,29.6072998,-95.15879822,US,Texas,TX,Houston,EFD
KSBD,medium_airport,San Bernardino International Airport,34.095402,-117.235001,US,California,CA,San Bernardino,SBD
KEWB,medium_airport,New Bedford Regional Airport,41.67610168,-70.95690155,US,Massachusetts,MA,New Bedford,EWB
KPIH,medium_airport,Pocatello Regional Airport,42.90980148,-112.5960007,US,Idaho,ID,Pocatello,PIH
KRDM,medium_airport,Roberts Field,44.2541008,-121.1500015,US,Oregon,OR,Redmond,RDM
KPUW,medium_airport,Pullman Moscow Regional Airport,46.7439,-117.110001,US,Washington,WA,Pullman/Moscow,PUW
KSHD,medium_airport,Shenandoah Valley Regional Airport,38.263802,-78.8964,US,Virginia,VA,Weyers Cave,SHD
KTIW,medium_airport,Tacoma Narrows Airport,47.26789856,-122.5780029,US,Washington,WA,Tacoma,TIW
KWYS,medium_airport,Yellowstone Airport,44.68840027,-111.1179962,US,Montana,MT,West Yellowstone,WYS
KAST,medium_airport,Astoria Regional Airport,46.15800095,-123.8789978,US,Oregon,OR,Astoria,AST
KMCE,medium_airport,Merced Regional Macready Field,37.28469849,-120.5139999,US,California,CA,Merced,MCE
KBPT,medium_airport,Jack Brooks Regional Airport,29.9508,-94.020699,US,Texas,TX,Beaumont/Port Arthur,BPT
KPIR,medium_airport,Pierre Regional Airport,44.38270187,-100.2860031,US,South Dakota,SD,Pierre,PIR
KJQF,medium_airport,Concord-Padgett Regional Airport,35.387798,-80.709099,US,North Carolina,NC,Concord,JQF
KSWO,medium_airport,Stillwater Regional Airport,36.16120148,-97.08570099,US,Oklahoma,OK,Stillwater,SWO
KBVY,medium_airport,Beverly Regional Airport,42.584202,-70.916496,US,Massachusetts,MA,Beverly / Danvers,BVY
KLEE,medium_airport,Leesburg International Airport,28.82309914,-81.80870056,US,Florida,FL,Leesburg,LEE
KINW,medium_airport,Winslow Lindbergh Regional Airport,35.02190018,-110.7229996,US,Arizona,AZ,Winslow,INW
KBQK,medium_airport,Brunswick Golden Isles Airport,31.25880051,-81.46649933,US,Georgia,GA,Brunswick,BQK
KDHN,medium_airport,Dothan Regional Airport,31.32130051,-85.44960022,US,Alabama,AL,Dothan,DHN
KOTH,medium_airport,Southwest Oregon Regional Airport,43.417099,-124.2460022,US,Oregon,OR,North Bend,OTH
KPAH,medium_airport,Barkley Regional Airport,37.06079865,-88.77380371,US,Kentucky,KY,Paducah,PAH
KRUT,medium_airport,Rutland - Southern Vermont Regional Airport,43.5294,-72.9496,US,Vermont,VT,Rutland,RUT
KALO,medium_airport,Waterloo Regional Airport,42.55709839,-92.40029907,US,Iowa,IA,Waterloo,ALO
KGYY,medium_airport,Gary Chicago International Airport,41.61629868,-87.41280365,US,Indiana,IN,Gary,GYY
KINT,medium_airport,Smith Reynolds Airport,36.13370132,-80.22200012,US,North Carolina,NC,Winston Salem,INT
KMIE,medium_airport,Delaware County Johnson Field,40.24229813,-85.39589691,US,Indiana,IN,Muncie,MIE
KL45,medium_airport,Bakersfield International Airport,35.324799,-118.996002,US,California,CA,Bakersfield,L45
KFDY,medium_airport,Findlay Airport,41.01350021,-83.66870117,US,Ohio,OH,Findlay,FDY
KEED,medium_airport,Needles Airport,34.7663002,-114.6230011,US,California,CA,Needles,EED
KADW,large_airport,Joint Base Andrews,38.810799,-76.866997,US,Maryland,MD,Camp Springs,ADW
PAKT,medium_airport,Ketchikan International Airport,55.35559845,-131.7140045,US,Alaska,AK,Ketchikan,KTN
KPLN,medium_airport,Pellston Regional Airport of Emmet County Airport,45.57089996,-84.79669952,US,Michigan,MI,Pellston,PLN
KRKS,medium_airport,Southwest Wyoming Regional Airport,41.5942,-109.065001,US,Wyoming,WY,Rock Springs,RKS
KTWF,medium_airport,Joslin Field Magic Valley Regional Airport,42.4818,-114.487999,US,Idaho,ID,Twin Falls,TWF
KSKF,medium_airport,Lackland Air Force Base,29.38419914,-98.58110046,US,Texas,TX,San Antonio,SKF
KFOE,medium_airport,Topeka Regional Airport,38.950901,-95.663597,US,Kansas,KS,Topeka,FOE
KBCE,medium_airport,Bryce Canyon Airport,37.70640183,-112.1449966,US,Utah,UT,Bryce Canyon,BCE
KFMN,medium_airport,Four Corners Regional Airport,36.741199,-108.230003,US,New Mexico,NM,Farmington,FMN
KIKK,medium_airport,Greater Kankakee Airport,41.07139969,-87.84629822,US,Illinois,IL,Kankakee,IKK
KENW,medium_airport,Kenosha Regional Airport,42.59569931,-87.92780304,US,Wisconsin,WI,Kenosha,ENW
KMTJ,medium_airport,Montrose Regional Airport,38.50979996,-107.8939972,US,Colorado,CO,Montrose,MTJ
KCWA,medium_airport,Central Wisconsin Airport,44.77759933,-89.66680145,US,Wisconsin,WI,Mosinee,CWA
KFLO,medium_airport,Florence Regional Airport,34.1853981,-79.72389984,US,South Carolina,SC,Florence,FLO
KCLM,medium_airport,William R Fairchild International Airport,48.12020111,-123.5,US,Washington,WA,Port Angeles,CLM
KLWS,medium_airport,Lewiston Nez Perce County Airport,46.37450027,-117.0149994,US,Idaho,ID,Lewiston,LWS
KHKY,medium_airport,Hickory Regional Airport,35.74110031,-81.38950348,US,North Carolina,NC,Hickory,HKY
KMFD,medium_airport,Mansfield Lahm Regional Airport,40.82139969,-82.51660156,US,Ohio,OH,Mansfield,MFD
KSFF,medium_airport,Felts Field,47.68280029,-117.322998,US,Washington,WA,Spokane,SFF
PAMR,medium_airport,Merrill Field,61.21350098,-149.8439941,US,Alaska,AK,Anchorage,MRI
KPNC,medium_airport,Ponca City Regional Airport,36.73199844,-97.09980011,US,Oklahoma,OK,Ponca City,PNC
KTPH,medium_airport,Tonopah Airport,38.06019974,-117.086998,US,Nevada,NV,Tonopah,TPH
KABY,medium_airport,Southwest Georgia Regional Airport,31.532946,-84.196215,US,Georgia,GA,Albany,ABY
KJLN,medium_airport,Joplin Regional Airport,37.151798,-94.498299,US,Missouri,MO,Joplin,JLN
KLCH,medium_airport,Lake Charles Regional Airport,30.12610054,-93.22329712,US,Louisiana,LA,Lake Charles,LCH
KLAR,medium_airport,Laramie Regional Airport,41.31209946,-105.6750031,US,Wyoming,WY,Laramie,LAR
KSTC,medium_airport,Saint Cloud Regional Airport,45.5466,-94.059898,US,Minnesota,MN,Saint Cloud,STC
KTXK,medium_airport,Texarkana Regional Webb Field,33.45370102,-93.99099731,US,Arkansas,AR,Texarkana,TXK
KALS,medium_airport,San Luis Valley Regional Airport/Bergman Field,37.434898,-105.866997,US,Colorado,CO,Alamosa,ALS
KLAF,medium_airport,Purdue University Airport,40.4123,-86.936897,US,Indiana,IN,West Lafayette,LAF
